Mar 2016,2065.30
Apr 2016,2096.96
May 2016,2098.86
Jun 2016,2173.60
Jul 2016,2170.95
Aug 2016,2168.27
Sep 2016,2126.15
Oct 2016,2198.81
Nov 2016,2238.83
Dec 2016,2278.87
Jan 2017,2363.64
Feb 2017,2362.72
Mar 2017,2384.20
Apr 2017,2411.80
May 2017,2423.41
Jun 2017,2470.30
Jul 2017,2471.65
Aug 2017,2519.36
Sep 2017,2575.26
Oct 2017,2647.58
Nov 2017,2673.61
Dec 2017,2823.81
Jan 2018,2713.83
Feb 2018,2640.87
Mar 2018,2648.05
Apr 2018,2705.27
May 2018,2718.37
Jun 2018,2816.29
Jul 2018,2901.52
Aug 2018,2913.98
Sep 2018,2711.74
Oct 2018,2760.17
Nov 2018,2506.85
Dec 2018,2704.10
Jan 2019,2784.49
Feb 2019,2834.40
Mar 2019,2945.83
Apr 2019,2752.06
May 2019,2941.76
Jun 2019,2980.38
Jul 2019,2926.46
Aug 2019,2976.74
Sep 2019,3037.56
Oct 2019,3140.98
Nov 2019,3230.78
Dec 2019,3225.52
Jan 2020,2954.22
Feb 2020,2584.59
Mar 2020,2912.43
Apr 2020,3044.31
May 2020,3100.29
Jun 2020,3271.12
Jul 2020,3500.31
Aug 2020,3363.00
Sep 2020,3269.96
Oct 2020,3621.63
Nov 2020,3756.07
Dec 2020,3714.24
Jan 2021,3811.15
Feb 2021,3972.89
Mar 2021,4181.17
Apr 2021,4204.11
May 2021,4297.50
Jun 2021,4395.26
Jul 2021,4522.68
Aug 2021,4307.54
Sep 2021,4605.38
Oct 2021,4567.00
Nov 2021,4766.18
Dec 2021,4515.55
Jan 2022,4373.94
Feb 2022,4530.41
Mar 2022,4131.93
Apr 2022,4132.15
May 2022,3785.38
Jun 2022,4130.29
Jul 2022,3955.00
Aug 2022,3585.62
Sep 2022,3871.98
Oct 2022,4080.11
Nov 2022,3839.50
Dec 2022,4076.60
Jan 2023,3970.15
Feb 2023,4109.31
Mar 2023,4169.48
Apr 2023,4179.83
May 2023,4450.38
Jun 2023,4588.96
Jul 2023,4507.66
Aug 2023,4288.05
Sep 2023,4193.80
Oct 2023,4567.80
Nov 2023,4769.83
Dec 2023,4845.65
Jan 2024,5096.27
Feb 2024,5254.35
Mar 2024,5035.69
Apr 2024,5277.51
May 2024,5460.48
Jun 2024,5522.30
Jul 2024,5648.40
Aug 2024,5762.48
Sep 2024,5705.45
Oct 2024,6032.38
Nov 2024,5881.63
